,rev_name,sample,timepoint,initial_name,Day,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,Crop,Treatment,Addition,Rep2,Rep,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1
414,54f,54,f,54f,86,37.73,0.034935185,44.67019051,3.745274804,0.255405505,4.473876993,2.38237221,41.73144279,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-86,Miscanthus-0N-Nitrogen,44.113815,-5.858587909,25.33108882
415,55f,55,f,55f,86,38.02,0.035203704,53.54534388,3.293635119,0.299823853,18.18208816,3.204638554,194.3375089,Miscanthus,336N,Control,Miscanthus-336N-Control-86,Miscanthus-336N-Control,197.5421475,31.28143887,134.7133291
416,56f,56,f,56f,86,37.87,0.035064815,53.54534388,2.947083384,0.255405505,16.81323979,3.038850812,200.0463044,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-86,Miscanthus-336N-Carbon,203.0851552,74.467255,141.1649913
417,57f,57,f,57f,86,37.93,0.03512037,53.54534388,3.468769172,0.044418349,21.78253447,0.449724035,220.5424,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-86,Miscanthus-336N-Nitrogen,220.992124,-5.645575709,93.02428226
418,58f,58,f,58f,86,37.74,0.034944444,45.74196993,3.42747976,0.055522936,11.31914296,0.566077202,115.402917,Miscanthus,112N,Control,Miscanthus-112N-Control-86,Miscanthus-112N-Control,115.9689942,24.56725848,83.92996861
419,59f,59,f,59f,86,37.67,0.03487963,45.74196993,3.556071291,0.033313761,10.23249154,0.326757129,100.3651181,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-86,Miscanthus-112N-Carbon,100.6918752,19.6029882,64.55529189
420,60f,60,f,60f,86,37.54,0.034759259,45.74196993,3.470886184,0.088836697,18.06056492,0.889656883,180.8678894,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-86,Miscanthus-112N-Nitrogen,181.7575463,5.166540966,124.0568713
421,61f,61,f,61f,86,37.99,0.035175926,51.65241239,3.630420354,0.133255046,9.091521274,1.291136885,88.08971076,Miscanthus,0N,Control,Miscanthus-0N-Control-86,Miscanthus-0N-Control,89.38084765,48.59002782,72.2129406
422,62f,62,f,62f,86,38,0.035185185,51.65241239,3.625102119,0.15546422,6.85105706,1.508933319,66.49625403,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-86,Miscanthus-0N-Carbon,68.00518735,34.6105264,52.73784476
423,63f,63,f,63f,86,37.66,0.03487037,51.65241239,3.555965069,0.222091743,10.42277015,2.177867663,102.2073751,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-86,Miscanthus-0N-Nitrogen,104.3852428,21.68895351,50.79558235
424,64f,64,f,64f,86,37.87,0.035064815,52.29109668,3.154989777,0.099941284,5.859122282,1.110755617,65.11876498,Miscanthus,336N,Control,Miscanthus-336N-Control-86,Miscanthus-336N-Control,66.2295206,-4.562519208,2.736167885
425,65f,65,f,65f,86,37.96,0.035148148,52.29109668,3.697440007,0.033313761,9.516679424,0.316683166,90.46628413,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-86,Miscanthus-336N-Carbon,90.7829673,4.443345506,39.21179642
426,66f,66,f,66f,86,37.93,0.03512037,52.29109668,3.480841586,0.099941284,14.81914876,1.008369621,149.5195861,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-86,Miscanthus-336N-Nitrogen,150.5279557,-10.41011401,49.39530165
427,67f,67,f,67f,86,38.14,0.035314815,53.49931923,3.263882783,0.066627523,6.06876316,0.720901697,65.66327941,Miscanthus,0N,Control,Miscanthus-0N-Control-86,Miscanthus-0N-Control,66.38418111,26.54383911,53.89176878
428,68f,68,f,68f,86,37.99,0.035175926,53.49931923,3.09973538,0.055522936,5.355238188,0.630076585,60.77146553,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-86,Miscanthus-0N-Carbon,61.40154212,39.51861145,47.37577217
429,69f,69,f,69f,86,37.77,0.034972222,53.49931923,3.256442674,0.210987156,7.04925619,2.265874282,75.70474246,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-86,Miscanthus-0N-Nitrogen,77.97061674,4.89696732,47.72615681
430,70f,70,f,70f,86,38.17,0.035342593,52.08002904,3.303123598,0.044418349,17.77843686,0.475265174,190.2248076,Miscanthus,112N,Control,Miscanthus-112N-Control-86,Miscanthus-112N-Control,190.7000728,34.51105083,149.7191435
431,71f,71,f,71f,86,38.07,0.03525,52.08002904,3.228368444,0.133255046,14.60992423,1.454988937,159.5232509,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-86,Miscanthus-112N-Carbon,160.9782398,45.30275019,123.4701637
432,72f,72,f,72f,86,38.3,0.035462963,52.08002904,3.122465308,-0.022209174,20.41796249,0,231.894153,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-86,Miscanthus-112N-Nitrogen,231.894153,-14.04108575,154.4385724
433,1g,1,g,1g,113,38.18,0.035351852,51.88985987,3.249358864,0,28.98584598,0,315.3555442,Corn,0N,Control,Corn-0N-Control-113,Corn-0N-Control,315.3555442,139.6597922,303.7236114
434,2g,2,g,2g,113,38.31,0.035472222,51.88985987,3.301798917,0.655834984,26.44229022,7.045833159,284.0775039,Corn,0N,Carbon,Corn-0N-Carbon-113,Corn-0N-Carbon,291.1233371,166.6910648,281.8711346
435,3g,3,g,3g,113,38.12,0.035296296,51.88985987,3.461524582,0.41837749,30.92211268,4.266090129,315.3050123,Corn,0N,Nitrogen,Corn-0N-Nitrogen-113,Corn-0N-Nitrogen,319.5711024,88.46647383,289.5644065
436,4g,4,g,4g,113,37.67,0.03487963,41.89255076,3.96699556,0.350532491,24.91245603,3.082041125,219.0416466,Corn,112N,Control,Corn-112N-Control-113,Corn-112N-Control,222.1236877,90.87243383,214.448854
437,5g,5,g,5g,113,38.04,0.035222222,41.89255076,3.772335605,0.101767497,22.04422191,0.950201088,205.8264598,Corn,112N,Carbon,Corn-112N-Carbon-113,Corn-112N-Carbon,206.7766609,122.6709037,199.7285456
438,6g,6,g,6g,113,38.22,0.035388889,41.89255076,3.802551478,0.293994993,28.50880999,2.736098696,265.3205657,Corn,112N,Nitrogen,Corn-112N-Nitrogen-113,Corn-112N-Nitrogen,268.0566644,106.4274321,252.936058
439,7g,7,g,7g,113,38.07,0.03525,37.49408555,3.95287403,0.203534995,20.22171973,1.815035976,180.3284433,Corn,0N,Control,Corn-0N-Control-113,Corn-0N-Control,182.1434793,97.38711568,174.387064
440,8g,8,g,8g,113,38.07,0.03525,37.49408555,4.074760563,0.146997496,20.19794134,1.271648151,174.7286549,Corn,0N,Carbon,Corn-0N-Carbon-113,Corn-0N-Carbon,176.0003031,89.92192515,170.5959015
441,9g,9,g,9g,113,38.15,0.035324074,37.49408555,3.825987023,0.203534995,26.44229022,1.87917136,244.132929,Corn,0N,Nitrogen,Corn-0N-Nitrogen-113,Corn-0N-Nitrogen,246.0121004,110.4199139,230.1389466
442,10g,10,g,10g,113,38.17,0.035342593,44.57222876,3.394950988,0.429684989,23.08271803,4.473166641,240.2989327,Corn,112N,Control,Corn-112N-Control-113,Corn-112N-Control,244.7720993,104.0234441,230.5977917
443,11g,11,g,11g,113,38.19,0.035361111,44.57222876,3.803453662,0.146997496,25.44497621,1.366651273,236.5646359,Corn,112N,Carbon,Corn-112N-Carbon-113,Corn-112N-Carbon,237.9312872,144.497541,225.114368
444,12g,12,g,12g,113,36.54,0.033833333,44.57222876,3.526869084,0.486222488,29.92720034,4.66434311,287.0922965,Corn,112N,Nitrogen,Corn-112N-Nitrogen-113,Corn-112N-Nitrogen,291.7566396,108.5569474,270.0089576
445,13g,13,g,13g,113,37.96,0.035148148,39.15603401,3.48879301,0.40706999,31.36504838,4.101061965,315.9899037,Corn,336N,Control,Corn-336N-Control-113,Corn-336N-Control,320.0909657,90.20181445,197.7316586
446,14g,14,g,14g,113,38.11,0.035287037,39.15603401,4.134955929,0.090459998,31.27520759,0.771970815,266.8975021,Corn,336N,Carbon,Corn-336N-Carbon-113,Corn-336N-Carbon,267.6694729,46.89867789,148.107199
447,15g,15,g,15g,113,38.17,0.035342593,39.15603401,4.124612454,0.237457494,29.95276077,2.034703517,256.656409,Corn,336N,Nitrogen,Corn-336N-Nitrogen-113,Corn-336N-Nitrogen,258.6911125,80.28449691,121.8303991
448,16g,16,g,16g,113,38.3,0.035462963,37.88436194,4.048076132,0.067844998,28.46633139,0.594352619,249.3778335,Corn,336N,Control,Corn-336N-Control-113,Corn-336N-Control,249.9721861,81.70378828,202.0501757
449,17g,17,g,17g,113,38.15,0.035324074,37.88436194,3.902104383,0.033922499,25.60119949,0.307085805,231.756657,Corn,336N,Carbon,Corn-336N-Carbon-113,Corn-336N-Carbon,232.0637428,105.6133771,171.9580517
450,18g,18,g,18g,113,38.42,0.035574074,37.88436194,3.920739074,0.124382497,30.2905278,1.128560733,274.8352949,Corn,336N,Nitrogen,Corn-336N-Nitrogen-113,Corn-336N-Nitrogen,275.9638556,83.04130013,193.9502758
451,19g,19,g,19g,113,38.6,0.035740741,40.52771432,4.031031523,1.503897463,0.399154165,13.33415753,3.539060771,Corn,112N,Control,Corn-112N-Control-113,Corn-112N-Control,16.8732183,-3.912843627,6.998105061
452,20g,20,g,20g,113,38.84,0.035962963,40.52771432,4.183875298,1.60566496,0.320839504,13.80167079,2.757811454,Corn,112N,Carbon,Corn-112N-Carbon-113,Corn-112N-Carbon,16.55948224,1.382362323,8.289436006
453,21g,21,g,21g,113,38.95,0.036064815,40.52771432,4.356344926,0.101767497,14.11861307,0.842501224,116.8835743,Corn,112N,Nitrogen,Corn-112N-Nitrogen-113,Corn-112N-Nitrogen,117.7260755,32.43949282,79.37242331
454,22g,22,g,22g,113,38.91,0.036027778,44.89761115,3.683043671,0.203534995,23.82270695,1.990992838,233.0353014,Corn,336N,Control,Corn-336N-Control-113,Corn-336N-Control,235.0262942,87.67201129,223.2930828
455,23g,23,g,23g,113,39.16,0.036259259,44.89761115,3.750819609,0.0113075,26.55058688,0.109309862,256.6651328,Corn,336N,Carbon,Corn-336N-Carbon-113,Corn-336N-Carbon,256.7744427,161.0241456,245.9626248
456,24g,24,g,24g,113,39.32,0.036407407,44.89761115,3.951392304,0.033922499,30.59518126,0.312555714,281.8984153,Corn,336N,Nitrogen,Corn-336N-Nitrogen-113,Corn-336N-Nitrogen,282.210971,93.38315154,246.7239674
457,25g,25,g,25g,113,39.26,0.036351852,46.16341882,3.806784655,0.020029787,25.95657009,0.191268988,247.865187,Corn,336N,Control,Corn-336N-Control-113,Corn-336N-Control,248.056456,159.3855532,232.096776
458,26g,26,g,26f,113,39.06,0.036166667,46.16341882,3.689959274,0.070104253,22.14811824,0.687117922,217.0819649,Corn,336N,Carbon,Corn-336N-Carbon-113,Corn-336N-Carbon,217.7690828,120.8533464,205.6038453
459,27g,27,g,27f,113,37.59,0.034805556,46.16341882,3.594668525,0.110163826,27.95224708,1.066666687,270.649013,Corn,336N,Nitrogen,Corn-336N-Nitrogen-113,Corn-336N-Nitrogen,271.7156797,115.6584619,247.2289667
460,28g,28,g,28f,113,38.96,0.036074074,45.38233189,3.440913091,0.180268079,20.86573262,1.889906505,218.7535587,Corn,0N,Control,Corn-0N-Control-113,Corn-0N-Control,220.6434652,80.56857547,207.9151429
461,29g,29,g,29f,113,39.21,0.036305556,45.38233189,3.888777969,0.260387225,19.14420293,2.430970073,178.7299065,Corn,0N,Carbon,Corn-0N-Carbon-113,Corn-0N-Carbon,181.1608766,119.8693029,167.9842236
462,30g,30,g,30f,113,39.36,0.036444444,45.38233189,3.625520809,0.230342545,26.33760132,2.315448325,264.750721,Corn,0N,Nitrogen,Corn-0N-Nitrogen-113,Corn-0N-Nitrogen,267.0661693,125.0018046,243.490284
463,31g,31,g,31f,113,39.28,0.03637037,37.55170771,4.091612111,0.280417011,26.96000837,2.492628889,239.6477142,Corn,112N,Control,Corn-112N-Control-113,Corn-112N-Control,242.1403431,85.62887659,197.2486737
464,32g,32,g,32f,113,39.36,0.036444444,37.55170771,4.057890033,0.110163826,25.43740958,0.98939582,228.4567233,Corn,112N,Carbon,Corn-112N-Carbon-113,Corn-112N-Carbon,229.4461191,81.0768941,175.3833355
465,33g,33,g,33f,113,39.26,0.036351852,37.55170771,4.092861077,0.03004468,28.00342129,0.266849946,248.7199548,Corn,112N,Nitrogen,Corn-112N-Nitrogen-113,Corn-112N-Nitrogen,248.9868047,35.50762819,181.9401686
466,34g,34,g,34f,113,39.45,0.036527778,44.93038326,3.796499378,0.120178719,23.97979127,1.156291916,230.7200396,Corn,0N,Control,Corn-0N-Control-113,Corn-0N-Control,231.8763315,120.0037852,219.3757521
467,35g,35,g,35f,113,39.52,0.036592593,44.93038326,3.816875136,0.340506371,20.07134642,3.264453372,192.425106,Corn,0N,Carbon,Corn-0N-Carbon-113,Corn-0N-Carbon,195.6895594,101.3865415,186.8928206
468,36g,36,g,36f,113,39.44,0.036518519,44.93038326,3.79044172,0.841251034,0.738933023,8.10492384,7.11915425,Corn,0N,Nitrogen,Corn-0N-Nitrogen-113,Corn-0N-Nitrogen,15.22407809,-157.3415187,-8.623476799
469,37g,37,g,37f,113,39.67,0.036731481,54.70784056,3.243824459,0.150223399,29.61246624,1.70105629,335.317083,Miscanthus,336N,Control,Miscanthus-336N-Control-113,Miscanthus-336N-Control,337.0181393,94.04391243,254.7704452
470,38g,38,g,38f,113,39.1,0.036203704,54.70784056,3.65326558,0.140208506,29.5214576,1.389460223,292.5563664,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-113,Miscanthus-336N-Carbon,293.9458266,66.88926376,227.4418236
471,39g,39,g,39g,113,39.64,0.036703704,54.70784056,3.222084223,0.090134039,27.90084253,1.026743199,317.826657,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-113,Miscanthus-336N-Nitrogen,318.8534002,96.7961389,203.6012941
472,40g,40,g,40g,113,39.83,0.03687963,48.8302975,3.411995763,0.080119146,27.36643704,0.865992995,295.7987444,Miscanthus,112N,Control,Miscanthus-112N-Control-113,Miscanthus-112N-Control,296.6647374,85.0955934,247.2711532
473,41g,41,g,41g,113,40.13,0.037157407,48.8302975,3.494890681,-0.020029787,26.67118864,0,283.5660148,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-113,Miscanthus-112N-Carbon,283.5660148,121.0727022,180.3586079
474,42g,42,g,42g,113,40.22,0.037240741,48.8302975,3.133120884,0.170253186,29.06878804,2.023654686,345.5159373,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-113,Miscanthus-112N-Nitrogen,347.539592,116.7174644,272.5860329
475,43g,43,g,43g,113,40.18,0.037203704,38.54459018,4.187571625,0.120178719,15.67999346,1.067705547,139.3059947,Miscanthus,336N,Control,Miscanthus-336N-Control-113,Miscanthus-336N-Control,140.3737002,90.81694694,85.34606854
476,44g,44,g,44g,113,40.22,0.037240741,38.54459018,4.25271436,0.140208506,13.3095329,1.227796692,116.5507067,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-113,Miscanthus-336N-Carbon,117.7785034,46.52318467,70.98743673
477,45g,45,g,45g,113,38,0.035185185,38.54459018,4.309867891,0.160238292,20.55676928,1.30816399,167.8227158,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-113,Miscanthus-336N-Nitrogen,169.1308798,72.94852003,101.5665302
478,46g,46,g,46g,113,38.36,0.035518519,39.06003785,6.241470923,0.280417011,12.24465383,1.595777169,69.68100455,Miscanthus,112N,Control,Miscanthus-112N-Control-113,Miscanthus-112N-Control,71.27678172,-0.906968111,28.71387979
479,47g,47,g,47g,113,38.3,0.035462963,39.06003785,4.238983767,0.92137018,0.102518659,7.708101367,0.857662029,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-113,Miscanthus-112N-Carbon,8.565763396,2.827971297,-45.07633049
480,48g,48,g,48g,113,38.28,0.035444444,39.06003785,4.226186375,0.020029787,16.55752025,0.167987071,138.8656473,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-113,Miscanthus-112N-Nitrogen,139.0336344,56.32966099,68.50529963
481,49g,49,g,49g,113,38.34,0.0355,51.50953066,3.413729042,0.086358447,16.66837279,0.898057471,173.3374931,Miscanthus,0N,Control,Miscanthus-0N-Control-113,Miscanthus-0N-Control,174.2355506,79.18949163,159.2745705
482,50g,50,g,50g,113,38.54,0.035685185,51.50953066,3.55823064,0.067167681,16.0898594,0.673618823,161.3637986,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-113,Miscanthus-0N-Carbon,162.0374174,47.3531412,149.0635534
483,51g,51,g,51g,113,38.65,0.035787037,51.50953066,3.177095551,0.115144597,22.16191533,1.296997176,249.6334378,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-113,Miscanthus-0N-Nitrogen,250.930435,37.68930353,221.9042383
484,52g,52,g,52g,113,37.82,0.035018519,44.67019051,3.893005396,1.372139777,0.302289964,12.34272684,2.719170831,Miscanthus,0N,Control,Miscanthus-0N-Control-113,Miscanthus-0N-Control,15.06189767,0.589086348,6.144672994
485,53g,53,g,53g,113,37.9,0.035092593,44.67019051,3.993705649,1.25699518,0.270378312,11.0451855,2.375807526,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-113,Miscanthus-0N-Carbon,13.42099303,-3.287623276,4.828701511
486,54g,54,g,54g,113,37.73,0.034935185,44.67019051,4.112111441,0.594913749,2.142741042,5.054197165,18.20404339,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-113,Miscanthus-0N-Nitrogen,23.25824056,-20.85557445,4.475514371
487,55g,55,g,55g,113,37.81,0.035009259,53.54534388,3.280163269,0.374219939,19.9592485,3.994058159,213.0255259,Miscanthus,336N,Control,Miscanthus-336N-Control-113,Miscanthus-336N-Control,217.0195841,19.47743661,154.1907657
488,56g,56,g,56g,113,37.86,0.035055556,53.54534388,3.3772535,0.105549214,21.14039766,1.095590347,219.4352259,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-113,Miscanthus-336N-Carbon,220.5308162,17.44566104,158.6106523
489,57g,57,g,57g,113,37.85,0.035046296,53.54534388,3.418598144,0.095953831,22.21488653,0.983685783,227.7394016,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-113,Miscanthus-336N-Nitrogen,228.7230874,7.730963348,100.7552456
490,58g,58,g,58g,113,37.84,0.035037037,45.74196993,3.485535852,0.153526129,16.21636631,1.543263618,163.0089178,Miscanthus,112N,Control,Miscanthus-112N-Control-113,Miscanthus-112N-Control,164.5521814,48.58318722,132.5131558
491,59g,59,g,59g,113,37.94,0.03512963,45.74196993,3.577774503,0.105549214,14.9077445,1.036371854,146.3769006,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-113,Miscanthus-112N-Carbon,147.4132725,46.72139723,111.2766891
492,60g,60,g,60g,113,37.88,0.035074074,45.74196993,3.683577661,0.230289193,22.16191533,2.192754153,211.0200276,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-113,Miscanthus-112N-Nitrogen,213.2127818,31.45523547,155.5121068
493,61g,61,g,61g,113,37.92,0.035111111,51.65241239,3.370310332,0.105549214,11.83011493,1.099587223,123.2433927,Miscanthus,0N,Control,Miscanthus-0N-Control-113,Miscanthus-0N-Control,124.3429799,34.96213228,107.1750729
494,62g,62,g,62g,113,37.88,0.035074074,51.65241239,3.482960211,0.076763064,10.6893389,0.773018705,107.6436829,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-113,Miscanthus-0N-Carbon,108.4167016,40.41151426,93.14935902
495,63g,63,g,63g,113,37.82,0.035018519,51.65241239,3.505200102,0.067167681,16.47454298,0.671035208,164.5880611,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-113,Miscanthus-0N-Nitrogen,165.2590963,60.87385355,111.6694359
496,64g,64,g,64g,113,37.68,0.034888889,52.29109668,3.131135325,0.028786149,3.251458572,0.320751628,36.22959888,Miscanthus,336N,Control,Miscanthus-336N-Control-113,Miscanthus-336N-Control,36.55035051,-29.67917009,-26.9430022
497,65g,65,g,65g,113,37.9,0.035092593,52.29109668,3.767095006,-0.019190766,9.036154544,0,84.17682313,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-113,Miscanthus-336N-Carbon,84.17682313,-6.606144166,32.60565226
498,66g,66,g,66g,113,37.89,0.035083333,52.29109668,3.253270117,0.134335363,19.36140163,1.448675378,208.7937622,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-113,Miscanthus-336N-Nitrogen,210.2424376,59.71448186,109.1097835
499,67g,67,g,67g,113,37.77,0.034972222,53.49931923,3.260162729,0.067167681,11.51636785,0.720517122,123.537691,Miscanthus,0N,Control,Miscanthus-0N-Control-113,Miscanthus-0N-Control,124.2582081,57.87402702,111.7657958
500,68g,68,g,68g,113,37.54,0.034759259,53.49931923,3.376414431,0.086358447,8.7403081,0.889036494,89.97907143,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-113,Miscanthus-0N-Carbon,90.86810792,29.46656581,76.84233798
501,69g,69,g,69g,113,37.58,0.034796296,53.49931923,3.286668117,0.134335363,15.14551067,1.422222423,160.3470926,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-113,Miscanthus-0N-Nitrogen,161.769315,83.79869828,131.5248551
502,70g,70,g,70g,113,37.6,0.034814815,52.08002904,3.236514839,0.115144597,23.25924588,1.238597078,250.1970109,Miscanthus,112N,Control,Miscanthus-112N-Control-113,Miscanthus-112N-Control,251.435608,60.7355352,210.4546787
503,71g,71,g,71g,113,37.44,0.034666667,52.08002904,3.035250961,0.115144597,20.45443134,1.315106861,233.6172404,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-113,Miscanthus-112N-Carbon,234.9323473,73.95410742,197.4242711
504,72g,72,g,72g,113,37.87,0.035064815,52.08002904,3.414777131,0.019190766,23.37662701,0.197061369,240.0440983,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-113,Miscanthus-112N-Nitrogen,240.2411597,8.347006669,162.785579
505,1h,1,h,1h,144,38.2019,0.03537213,51.88985987,2.841914088,0.166735694,22.39280653,2.075290245,278.7140043,Corn,0N,Control,Corn-0N-Control-144,Corn-0N-Control,280.7892945,-34.56624966,269.1573617
506,2h,2,h,2h,144,38.0184,0.035202222,51.88985987,3.121049121,0.476387697,19.69189335,5.373162974,222.1042922,Corn,0N,Carbon,Corn-0N-Carbon-144,Corn-0N-Carbon,227.4774552,-63.64588189,218.2252527
507,3h,3,h,3a,144,38.0976,0.035275556,51.88985987,3.115420234,0.595484622,23.39966486,6.742605904,264.9517933,Corn,0N,Nitrogen,Corn-0N-Nitrogen-144,Corn-0N-Nitrogen,271.6943992,-47.87670323,241.6877032
508,4h,4,h,4h,144,37.961,0.035149074,41.89255076,3.151515617,0.285832618,16.84766064,3.187911178,187.9031373,Corn,112N,Control,Corn-112N-Control-144,Corn-112N-Control,191.0910485,-31.03263925,183.4162147
509,5h,5,h,5h,144,38.0604,0.035241111,41.89255076,3.275284484,0.595484622,17.71064751,6.407241823,190.5614305,Corn,112N,Carbon,Corn-112N-Carbon-144,Corn-112N-Carbon,196.9686723,-9.807988565,189.920557
510,6h,6,h,6a,144,38.0652,0.035245556,41.89255076,2.763474071,0.714581546,18.27939233,9.11382663,233.1367407,Corn,112N,Nitrogen,Corn-112N-Nitrogen-144,Corn-112N-Nitrogen,242.2505673,-25.80609707,227.129961
511,7h,7,h,7h,144,38.0515,0.03523287,37.49408555,3.607341335,0.809859085,12.66117358,7.909886399,123.6615685,Corn,0N,Control,Corn-0N-Control-144,Corn-0N-Control,131.5714549,-50.57202438,123.8150396
512,8h,8,h,8h,144,38.5663,0.035709537,37.49408555,3.392633519,0.142916309,12.85350599,1.504281321,135.2909903,Corn,0N,Carbon,Corn-0N-Carbon-144,Corn-0N-Carbon,136.7952716,-39.20503143,131.3908701
513,9h,9,h,9h,144,38.1069,0.035284167,37.49408555,3.605716181,0.095277539,14.39073642,0.932349746,140.8222713,Corn,0N,Nitrogen,Corn-0N-Nitrogen-144,Corn-0N-Nitrogen,141.754621,-104.2574793,125.8814673
514,10h,10,h,10h,144,38.0384,0.035220741,44.57222876,3.425214552,0.524026467,21.956766,5.388450872,225.776678,Corn,112N,Control,Corn-112N-Control-144,Corn-112N-Control,231.1651289,-13.60697047,216.9908212
515,11h,11,h,11h,144,38.0282,0.035211296,44.57222876,3.48668395,0.452568312,21.39394933,4.57039329,216.0530463,Corn,112N,Carbon,Corn-112N-Carbon-144,Corn-112N-Carbon,220.6234396,-17.30784758,207.8065204
516,12h,12,h,12h,144,38.0259,0.035209167,44.57222876,2.997035019,0.643123391,22.14586385,7.55541344,260.169603,Corn,112N,Nitrogen,Corn-112N-Nitrogen-144,Corn-112N-Nitrogen,267.7250164,-24.03162317,245.9773344
517,13h,13,h,13h,144,37.9698,0.035157222,39.15603401,3.529132559,0.690762161,22.5836205,6.881373365,224.9780509,Corn,336N,Control,Corn-336N-Control-144,Corn-336N-Control,231.8594243,-88.2315414,109.5001172
518,14h,14,h,14h,144,38.1389,0.035313796,39.15603401,3.879837179,0.357290773,22.62187284,3.252016256,205.9014779,Corn,336N,Carbon,Corn-336N-Carbon-144,Corn-336N-Carbon,209.1534942,-58.51597876,89.59122029
519,15h,15,h,15h,144,38.0237,0.03520713,39.15603401,3.654957881,0.357290773,21.19545504,3.441676476,204.1695575,Corn,336N,Nitrogen,Corn-336N-Nitrogen-144,Corn-336N-Nitrogen,207.611234,-51.07987854,70.75052061
520,16h,16,h,16h,144,37.9749,0.035161944,37.88436194,3.515869345,0.333471388,20.47084443,3.335022228,204.7273729,Corn,336N,Control,Corn-336N-Control-144,Corn-336N-Control,208.0623951,-41.90979099,160.1403847
521,17h,17,h,17h,144,38.0078,0.035192407,37.88436194,3.566555706,0.500207082,19.26312896,4.935711894,190.0757869,Corn,336N,Carbon,Corn-336N-Carbon-144,Corn-336N-Carbon,195.0114988,-37.05224401,134.9058077
522,18h,18,h,18h,144,38.0241,0.0352075,37.88436194,3.605067402,0.214374464,22.65377258,2.0936055,221.2393304,Corn,336N,Nitrogen,Corn-336N-Nitrogen-144,Corn-336N-Nitrogen,223.3329359,-52.63091973,141.3193561
523,19h,19,h,19h,144,38.0432,0.035225185,40.52771432,3.928501303,0.190555079,0.374682801,1.708625613,3.359619872,Corn,112N,Control,Corn-112N-Control-144,Corn-112N-Control,5.068245485,-11.80497282,-4.806867755
524,20h,20,h,20h,144,38.0964,0.035274444,40.52771432,3.453377213,0.309652003,0.37857768,3.162933472,3.866973262,Corn,112N,Carbon,Corn-112N-Carbon-144,Corn-112N-Carbon,7.029906734,-9.52957551,-1.240139504
525,21h,21,h,21a,144,38.0619,0.0352425,40.52771432,2.697127628,0.381110158,9.49730323,4.979843966,124.0982094,Corn,112N,Nitrogen,Corn-112N-Nitrogen-144,Corn-112N-Nitrogen,129.0780534,11.35197784,90.72440116
526,22h,22,h,22h,144,37.9279,0.035118426,44.89761115,3.104413485,2.143744638,18.90910833,24.25093746,213.9077553,Corn,336N,Control,Corn-336N-Control-144,Corn-336N-Control,238.1586928,3.132398522,226.4254813
527,23h,23,h,23h,144,38.0289,0.035211944,44.89761115,3.646786299,0.381110158,20.98548505,3.679850863,202.6276489,Corn,336N,Carbon,Corn-336N-Carbon-144,Corn-336N-Carbon,206.3074998,-50.4669429,195.4956819
528,24h,24,h,24h,144,38.0308,0.035213704,44.89761115,3.169489407,0.666942776,22.83279416,7.409876573,253.6772158,Corn,336N,Nitrogen,Corn-336N-Nitrogen-144,Corn-336N-Nitrogen,261.0870924,-21.12387864,225.6000888
